"zOTUID","Domain","Phylum","Class","Order","Family","Genus","Species"
"0baba36dee70742079148527c15884f2","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Unclassified"
"f84a5455a4f6fb3979f21796cdff4da4","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Unclassified"
"708981d566ff0b38d94d4b62d76ee5f8","Bacteria","RCP2-54","RCP2-54","RCP2-54","RCP2-54","RCP2-54","Unclassified"
"23b92293104d8caca80665b7c0d2c574","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Unclassified","Unclassified"
"88e4cc092155faba7263b2b0c7e06ba2","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Ignavibacteriaceae","Ignavibacterium","uncultured_Chlorobi"
"60da644a2b3646cf3be436aca3d3ebd9","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","uncultured_bacterium"
"cc1f9bd255f705071f6248d9f0c7b133","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Unclassified"
"d144715fcfc4330ed5b4d51a50de2024","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans","Unclassified"
"7e4380a22b73ed92157328123e15bec3","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Unclassified","Unclassified"
"5da32e051bdda695c26f4cc556c3aede","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosarchaeum","uncultured_archaeon"
"ad72127c01dac114c005c83404612b5d","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas","Unclassified"
"d12833fed8673a8d32d1adc368a01538","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Unclassified"
"5e11294df3e6448f7176d272d9775bfe","Bacteria","WPS-2","WPS-2","WPS-2","WPS-2","WPS-2","uncultured_bacterium"
"8be35591ae1aac7d790061ebabb1b040","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"81451e6aef7196a03a962ca425361a6f","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Chujaibacter","Unclassified"
"6cabfd47e07d16fac96f66d948d51a5d","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_bacterium"
"4608fae4bbc9964cdd17af8782f2155e","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"d7ee80533cf24b27594eb97dc1098270","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium","Unclassified"
"9f74c4dd58ca1eca3d8f9a84f5becc1d","Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","Methylomirabilaceae","Candidatus_Methylomirabilis","Unclassified"
"cbcec8b87e4911dcb7441932c394b394","Bacteria","Firmicutes","Clostridia","Eubacteriales","Eubacteriaceae","uncultured","uncultured_bacterium"
"4f32ae35acd53520df71bd088f4d8e7e","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Asinibacterium","uncultured_bacterium"
"601e557e0f4b7df18f6eb521b3176f26","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Unclassified","Unclassified"
"7ff346973a282aa55de296afdb5d74af","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Unclassified","Unclassified"
"9e9dbee80acbe942104c75fff701ec79","Bacteria","Proteobacteria","Gammaproteobacteria","Beggiatoales","Beggiatoaceae","uncultured","uncultured_Alkalilimnicola"
"49bb99d9dd356e5c02a85f01dd07b7fb","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Unclassified"
"69179c4a6011d0c9d30036cf18626520","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unclassified"
"0d93715904d8bcb7ea2dedb1b12ed42f","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis","uncultured_bacterium"
"be06a035c155a65f5989a74fa780eaeb","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Unclassified","Unclassified"
"bb049a0327beb662602fc9ddc6c057cd","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella","Unclassified"
"8591bffc07a87a1cee4dd8f1b2ed0c22","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium","Unclassified"
"824524feb0c02a3ced4ae28e8b3c89c6","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus","Unclassified"
"2a888a3597d660a1393b361fbf70d8de","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus","uncultured_bacterium"
"4ce6b35f60fb8a35dfef700eb6153f6a","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella","Unclassified"
"bc721d31679e13adc366b8a14058da65","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","Unclassified"
"c0f775fff77049501c4f8b4f5460097c","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Cupriavidus","Unclassified"
"06960dbb69930012efcc36ae66178008","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Ferritrophicum","uncultured_prokaryote"
"41f5909adf9f94097c42e637b106ed3c","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI_0001001-H03","Unclassified"
"37ddf82932cbd76f0295918a73939a4b","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter","Unclassified"
"930d6f210176ad10f8bb0e543d7d5982","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Methylogaea","Methylogaea_oryzae"
"7e7deb01f0491d33ecb87427fcbeb1ee","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","Unclassified"
"fd35e89837f4ad86587492381ccec230","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","uncultured","uncultured_prokaryote"
"41da1f67db882e54aa2020701805031e","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Rhodopseudomonas","Unclassified"
"bca2f7cdcb3eeffe7018f74504a83fce","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_Nitrospirae"
"2638e172775309481c028b7ae68b942c","Bacteria","Nitrospirota","Leptospirillia","Leptospirillales","Leptospirillaceae","Leptospirillum","uncultured_bacterium"
"a77eb8b6738a53d282ffe5196824f75d","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"626c473701fd2cd92e9264be00fb6847","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","Spirochaeta_sp."
"9d3adb92ca575fcfe3cde0945e4898c7","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus","uncultured_bacterium"
"e3c3a2af6bb166ba8560cf959dc0e146","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Unclassified"
"821890c6f07a73ce116233563e148775","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Unclassified","Unclassified","Unclassified"
"1a52c3dd29033f568b3df939abb2b24e","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"441b33738b85b384ad0337ce50a2b12e","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","uncultured","uncultured_bacterium"
"0b36c352632cb1346cdc7d73f9fb376c","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified"
"8ea0cffe6eb7675a065e42a3fe8210c5","Bacteria","Proteobacteria","Gammaproteobacteria","PLTA13","PLTA13","PLTA13","uncultured_bacterium"
"1e1178f3163cc9169597e95ff04f6ec6","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"0fb538dc7ae93db1aad8af6b841e0274","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"fd496fd32dc8c08ade2e8b6c9d8ee13d","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus_salivarius"
"76bd71a681cc77c1f8ac5510ddc8bb08","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"60aca232647def41213a0818d010c379","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella","Unclassified"
"2faa2d49d78eb0f34666436b99a9ff39","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter","uncultured_bacterium"
"783a234101750cb683728e9ec3dc8393","Bacteria","DTB120","DTB120","DTB120","DTB120","DTB120","uncultured_bacterium"
"513d52eeaa27ed3fccdf277ec2ae04e0","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae","CL500-29_marine_group","Unclassified"
"2dd9e191a81b91117b77df5eac7e6048","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter","Unclassified"
"aee719fd1b30aee0f436081409d207ea","Bacteria","Firmicutes","Dethiobacteria","Dethiobacterales","Dethiobacteraceae","Dethiobacter","Unclassified"
"f8d737382e47db7070b97c2816045852","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Rhizomicrobium","uncultured_bacterium"
"4ff9f3e85780bfed39b320a2effa50cf","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Crenothrix","uncultured_gamma"
"1a226ce3860520d178a1fef1d5ef6ed4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hydrogenophaga","Unclassified"
"47c305878bfc73bfeda34b2ae1a82ee1","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_plebeius"
"c59ffee366835a1a3d30e082bf0d482e","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Nomurabacteria","Candidatus_Nomurabacteria","Candidatus_Nomurabacteria","Candidatus_Nomurabacteria"
"7ff56eb8da1d6d7235c448d62d53b06d","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacteraceae","gamma_proteobacterium"
"bc037cdf9f8fbc1e1383451ba6a3d713","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","Rugosibacter_aromaticivorans"
"9ef460282024617eced4df45b820272b","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","SR-FBR-L83","SR-FBR-L83","uncultured_bacterium"
"9490ba1fb9dd74abf15a1cd3ff81d067","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum","Magnetospirillum_sp."
"df71de0e92459aa808364311135bb8fc","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax","Unclassified"
"68084402ba50c5318fb1062026beb58d","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia","Unclassified"
"f34cdcd73e535507d29c29b19d01f658","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Rhodoferax","Unclassified"
"2d3414a014f943990fe61999bb94b437","Bacteria","WPS-2","WPS-2","WPS-2","WPS-2","WPS-2","uncultured_bacterium"
"33295f1846cff2bf9c88e15798fbc91d","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Anoxybacillus","Unclassified"
"f36c50279a8fa1c121cb9dda1ab1cb42","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"9b9538f124399f9e605f5958e52d7407","Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","Subgroup_2","Subgroup_2","uncultured_Acidobacteria"
"7ee3315780a6f6041e97aee6740fa220","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","Unclassified"
"80fb84df616fcc51130a9c53131d93e7","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","Unclassified"
"f8b8173289056f3442317b4669562a60","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20","metagenome"
"c58e5bf355be030d93e26cfa7e766dab","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"fc9717beee6c69e998814f362217edb8","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Unclassified","Unclassified"
"9e419f3ec063364717de145f2c8ae56f","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Lentimicrobiaceae","Lentimicrobium","Unclassified"
"6472eb8b1e09f892aca2f23182962903","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"0a42423d84d21cd08a02b1de5a9dc251","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","uncultured","Unclassified"
"0952cce6242e860e8190eed3c51eb19b","Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus","uncultured_bacterium"
"e2c50dd0f1b527eb94fb5e2f860f25ae","Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","uncultured_delta"
"e60a837c7f7b189a7a88d4253832578b","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus","Unclassified"
"6c8222c8238fd9a7b43ec1bcb84696f9","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"2bce2c03a49a801da9460b2b3b98bc70","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","uncultured_Alphaproteobacteria"
"fea1c1112d40e6c6a96946b2dd844606","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Gallionella","Unclassified"
"5d637d250079c910b3c3e31c978c9457","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis","uncultured_proteobacterium"
"d1bf18ef6f6781169da0ad132a3068b2","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","Unclassified"
"cc796b35ae8af541242eaec3a67cfe30","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter","Unclassified"
"d46e2205f0c6ecf67b51f83d111c509c","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella","Unclassified"
"ba69d823d49c66410fde4b55750f3fb5","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"5525695dd844200b911fec57dbf4a5d6","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","Unclassified"
"a0b9c413db1dc97e273db823b71d0a07","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Sediminibacterium","Unclassified"
"0ddcd311e02f742e2e0e61ce02cf9c29","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified"
"9c6db4099a27ea2c672e676287392c2c","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"c43e35aa4fbf91fe91f62f899f70f1d7","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","uncultured","uncultured","alpha_proteobacterium"
"a85f4dd0c69b425fdb96a37a1f23dfe8","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis","Unclassified"
"3da13822a4e59d2d70a6ec427c82e650","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Unclassified","Unclassified"
"1bc599cac5647c5c30496e93ca551557","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unclassified"
"301ae8236ae566909356ac810221eb81","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","uncultured","Sinobacteraceae_bacterium"
"2578fcb6fe48c08ff4fcab8db31a9ddf","Bacteria","Desulfobacterota","uncultured","uncultured","uncultured","uncultured","uncultured_Syntrophaceae"
"b909a92ff7714e3dcc0db59c280a7ac9","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"90838e630e353348db2d00ee1d740aa5","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"8735f92a7f18db944bc862777fbd3222","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"5fe8a79baa0e9601bc73ff3938dbf497","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium","Unclassified"
"4bd3e72b931aff49aac200cc2b89c812","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis","uncultured_bacterium"
"dcfd90aa2fd3ae4cecc831902af00185","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium","Unclassified"
"b86bcfa10c4260f2876ec57733382483","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Solitalea","uncultured_bacterium"
"bc480af024be641e79b2536924725672","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"346f73a2b15e54f863a401bf3a30e105","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1","metagenome"
"9bf35bc8b8b70303579f8ac8ab01e81e","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Methylobacter","Unclassified"
"1d991c801b69890f4aba4c690256e815","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"103c2c1dde38d91d542cb286ec498bb4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","uncultured","uncultured_bacterium"
"5f860792e75c63fee7cc9ba712c92163","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Unclassified"
"1ebfe52fc1036e0956c99b5392a52256","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","denitrifying_bacterium"
"e0cb6445d47e682ac7924e799f6f80cd","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","uncultured_bacterium"
"d829bee4984f82ffc2453212157caf96","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium","Unclassified"
"22dc7933256744c999535eda3c8e74db","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Ferritrophicum","Unclassified"
"7346ee25c4de4df48f80d736342c1c02","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified"
"6a9c9eb23fa4b99282fe13ddd5d562eb","Bacteria","DTB120","DTB120","DTB120","DTB120","DTB120","uncultured_bacterium"
"0e3365f1a11f97c6af9cec7323959aa9","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_bacterium"
"43949f7ee325cb7344a98f78c1aa0a89","Bacteria","Patescibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Gracilibacteria","Unclassified"
"5f649487152df8ed66774c8cacd17ae0","Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_Nitrospirae"
"06f825b512d903b9230e1a55d87359ee","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unclassified"
"bdda65698acfe90afd5a56c2aab8485c","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","uncultured_bacterium"
"2249e7a5b2391dd247da54e83aabf856","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","Unclassified"
"dae524622df53298256167c9930e06fe","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"b920e50a74168646c819fe2eb8552ca9","Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified"
"c927a9fffe33e2e96369aa102a685d2b","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26","BSV26","uncultured_bacterium"
"b14c34362a2de539c6254f3b4738d797","Bacteria","Proteobacteria","Gammaproteobacteria","Unclassified","Unclassified","Unclassified","Unclassified"
"c978f21213746ecc0ce28599f20bab19","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Unclassified","Unclassified"
"4877b4bb804c666ca15706cd4a98320a","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Denitratisoma","Unclassified"
"a73844e85dc947f91db268d9d2fc78ad","Bacteria","Nitrospirota","Thermodesulfovibrionia","uncultured","uncultured","uncultured","uncultured_prokaryote"
"045a49bbb9f0dcc08a2b568f9fa451c5","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans","Unclassified"
"0920dcf0f62fb2b3ab9e32f1c4edec37","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified"
"b39be459cc96689db8cd6b00a0d86e8e","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans","Unclassified"
"c967f7d036fcc50ab7ca24cc9e1abab7","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Sulfuritortus","uncultured_bacterium"
"e09f97d9f9240a8db6364dea88fcd7cd","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylocystis","Unclassified"
"c557c95c9c8af31c9fc9ef66c3e8eb9d","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","A21b","A21b","Unclassified"
"9c08af7ada5f8bc782bf86c51d98a95c","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","uncultured_soil"
"ad3b1febd216d98948aaa9837aa4d6c1","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured","uncultured_Gemmatimonadales"
"0c9bb0af348d6fb56d91aa1fe14a4f38","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_anguilliseptica"
"09de3dde6c465b74bcb8e6f8a478e4e0","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Nocardiaceae","Rhodococcus","Unclassified"
"04ecfad5772d2e09a84a0f5ef460536c","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","Unclassified"
"26dbef51cdba97c1f8b84a235ea06f3c","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unclassified"
"06ba9ca8b1b07e391404a2ba431c8dce","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","uncultured_gamma"
"3d0f6eecb2f8a397611824cb3b07390f","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Sulfuritalea","Unclassified"
"122d320bb630aa8a1745aa535711d972","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta","Spirochaeta_sp."
"01c5e1b0b66f91e3e737d86c5d03b5a4","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","GOUTA6","uncultured_bacterium"
"97526cc3bdb30750d172ec27041d3211","Bacteria","Proteobacteria","Alphaproteobacteria","Reyranellales","Reyranellaceae","Reyranella","Unclassified"
"8b726632fb0862a17f7762e8ec0856e8","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Unclassified","Unclassified"
"400a2dadef7eb83c98179e491624794f","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium","Unclassified"
"6840e77e03247c78457f6e801c0eebe7","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","SR-FBR-L83","SR-FBR-L83","uncultured_bacterium"
"4037777cea396500e30d3cb827b6ff44","Bacteria","Patescibacteria","Parcubacteria","Candidatus_Brennerbacteria","Candidatus_Brennerbacteria","Candidatus_Brennerbacteria","Parcubacteria_group"
"4cbd2c4a6b4d5cd57653b3ee1ddfd0fe","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Unclassified"
"fc65f4fff7860acc12a7d20dbcc819c8","Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfurivibrionaceae","MSBL7","bioreactor_metagenome"
"f3344d3e4bc44d4f39c8907e6344c6dc","Bacteria","Proteobacteria","Alphaproteobacteria","Micropepsales","Micropepsaceae","Micropepsis","uncultured_bacterium"
"380dd0f6882c618d853f3060f5a0526e","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus","Unclassified"
"afe8d56512b8944b1fff4c5efe2d6470","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Unclassified","Unclassified"
"1bd44aa2ebebb4cc3a7b03d35095abfe","Bacteria","Bacteroidota","Ignavibacteria","Ignavibacteriales","Unclassified","Unclassified","Unclassified"
"f8b9fbe30e49ce83f486f319984ffe0b","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Chujaibacter","Unclassified"
"eb8c013ebf536d8e6e98191e0372c94b","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Gallionellaceae","Sideroxydans","uncultured_bacterium"
"7ead17a076e7b7b419bf50abe7eee3f4","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea","Unclassified"
"63069a040b4aef657dad7e3833fb027b","Bacteria","Proteobacteria","Gammaproteobacteria","Acidiferrobacterales","Acidiferrobacteraceae","Sulfurifustis","uncultured_proteobacterium"
