"","sample1","sample2","V.select","H.select","Disp.limit","Disp.homo","Undomin"
"48","GW636.32.1.28.13.02","GW654.0.1.7.13.02",0.324490740740741,0.0481944444444444,0.324027777777778,0.0025,0.300787037037037
"49","GW115.2.11.26.12.02","GW654.0.1.7.13.02",0.126666666666667,0.0537037037037037,0.525740740740741,0.00328703703703704,0.290601851851852
"50","GW107.91.12.11.12.02","GW654.0.1.7.13.02",0.0544444444444444,0.0907407407407407,0.356851851851852,0.00888888888888889,0.489074074074074
"51","GW350.74.2.12.13.02","GW654.0.1.7.13.02",0.090787037037037,0.129398148148148,0.378009259259259,0.0468981481481481,0.354907407407407
"52","GW190.22.12.11.12.02","GW654.0.1.7.13.02",0.0453703703703704,0.0846759259259259,0.481064814814815,0.00546296296296296,0.383425925925926
"53","GW127.16.11.26.12.02","GW654.0.1.7.13.02",0.0748148148148148,0.147361111111111,0.507268518518519,0.0293055555555556,0.24125
"54","FW511.61.11.26.12.02","GW654.0.1.7.13.02",0.245231481481481,0.104583333333333,0.412175925925926,0.00259259259259259,0.235416666666667
"55","GW804.13.2.11.13.02","GW654.0.1.7.13.02",0.156759259259259,0.0927314814814815,0.431527777777778,0.0115277777777778,0.307453703703704
"56","GW363.94.1.22.13.02","GW654.0.1.7.13.02",0.0493055555555556,0.194074074074074,0.399351851851852,0.00490740740740741,0.352361111111111
"57","GW345.51.11.27.12.02","GW654.0.1.7.13.02",0.473842592592593,0.05625,0.184259259259259,0.00435185185185185,0.281296296296296
"58","GW658.63.1.23.13.02","GW654.0.1.7.13.02",0.678518518518519,0.0327777777777778,0.0431018518518518,0.00115740740740741,0.244444444444444
"59","GW385.80.2.18.13.02","GW654.0.1.7.13.02",0.143703703703704,0.111851851851852,0.415046296296296,0.00847222222222222,0.320925925925926
"60","GW705.9.2.21.13.02","GW654.0.1.7.13.02",0.140185185185185,0.156481481481481,0.455462962962963,0.00773148148148148,0.240138888888889
"61","GW639.90.1.23.13.02","GW654.0.1.7.13.02",0.414814814814815,0.176851851851852,0.115324074074074,0.00837962962962963,0.28462962962963
"62","DP16D.67.11.27.12.02","GW654.0.1.7.13.02",0.266898148148148,0.0561111111111111,0.425324074074074,0.00763888888888889,0.244027777777778
"63","GW228.12.2.4.13.02","GW654.0.1.7.13.02",0.270787037037037,0.0442592592592593,0.38087962962963,0.00324074074074074,0.300833333333333
"64","GW755.69.1.8.13.02","GW654.0.1.7.13.02",0.0335185185185185,0.0728240740740741,0.61162037037037,0.0315277777777778,0.250509259259259
"65","GW122.78.11.14.12.02","GW654.0.1.7.13.02",0.159768518518519,0.0364351851851852,0.506527777777778,0.0146759259259259,0.282592592592593
"66","FW233.17.2.99.11.28.12.02","GW654.0.1.7.13.02",0.24787037037037,0.176666666666667,0.350231481481481,0.0279166666666667,0.197314814814815
"67","GW779.8.2.18.13.02","GW654.0.1.7.13.02",0.166388888888889,0.219814814814815,0.339166666666667,0.00925925925925926,0.26537037037037
"68","GW631.98.12.11.12.02","GW654.0.1.7.13.02",0.211990740740741,0.0278240740740741,0.491435185185185,0.0411111111111111,0.227638888888889
"69","FW215.84.11.27..12.02","GW654.0.1.7.13.02",0.145925925925926,0.0626388888888889,0.530555555555556,0.022037037037037,0.238842592592593
"70","TPB16.81.11.28.12.02","GW654.0.1.7.13.02",0.187824074074074,0.0408796296296296,0.505416666666667,0.0131481481481481,0.252731481481482
"71","GW105.12.11.12.02","GW654.0.1.7.13.02",0.0507407407407407,0.0506018518518518,0.575046296296296,0.00865740740740741,0.314953703703704
"72","GW925.68.1.28.13.02","GW654.0.1.7.13.02",0.380648148148148,0.0380092592592593,0.275462962962963,0.0223148148148148,0.283564814814815
"73","FW602.2.26.2.11.28.12.02","GW654.0.1.7.13.02",0.174351851851852,0.113009259259259,0.450925925925926,0.00518518518518519,0.256527777777778
"74","FW510.26.11.26.12.02","GW654.0.1.7.13.02",0.228703703703704,0.03,0.439768518518519,0.00106481481481481,0.300462962962963
"75","GW123.93.11.14.12.02","GW654.0.1.7.13.02",0.300925925925926,0.0314814814814815,0.467824074074074,0.00203703703703704,0.197731481481481
"76","GW125.85.2.20.13.02","GW654.0.1.7.13.02",0.290694444444444,0.0230555555555556,0.491342592592593,0.00180555555555556,0.193101851851852
"77","GW537.24.11.26.12.02","GW654.0.1.7.13.02",0.174212962962963,0.177685185185185,0.351574074074074,0.0105555555555556,0.285972222222222
"78","FW109.40.92.11.14.12.02","GW654.0.1.7.13.02",0.0860185185185185,0.206898148148148,0.386435185185185,0.00666666666666667,0.313981481481481
"79","GW101.11.13.12.02","GW654.0.1.7.13.02",0.089212962962963,0.0285648148148148,0.633981481481481,0.00662037037037037,0.24162037037037
"80","FW603.55.12.3.12.02","GW654.0.1.7.13.02",0.165555555555556,0.20462962962963,0.357222222222222,0.00847222222222222,0.26412037037037
"81","FW410.28.46.11.13.12.02","GW654.0.1.7.13.02",0.45962962962963,0.0744444444444444,0.145138888888889,0.00185185185185185,0.318935185185185
"82","FW021.46.11.27.12.02","GW654.0.1.7.13.02",0.676388888888889,0.0138425925925926,0.113055555555556,0.000694444444444444,0.196018518518519
"83","GW346.47.11.27.12.02","GW654.0.1.7.13.02",0.131712962962963,0.132175925925926,0.461990740740741,0.0128703703703704,0.26125
"84","PTMW02.4.12.11.12.02","GW654.0.1.7.13.02",0.0932407407407407,0.163564814814815,0.377685185185185,0.00398148148148148,0.361527777777778
"85","FW106.11.13.12.02","GW654.0.1.7.13.02",0.14375,0.10787037037037,0.506203703703704,0.0115740740740741,0.230601851851852
"86","GW526.15.11.27.12.02","GW654.0.1.7.13.02",0.144398148148148,0.293287037037037,0.337083333333333,0.00180555555555556,0.223425925925926
"87","GW754.40.1.7.13.02","GW654.0.1.7.13.02",0.0827777777777778,0.0674537037037037,0.506018518518519,0.113425925925926,0.230324074074074
"88","FW104.67.11.14.12.02","GW654.0.1.7.13.02",0.471666666666667,0.0759259259259259,0.246666666666667,0.00106481481481481,0.204675925925926
"89","GW246.1.11.26.12.02","GW654.0.1.7.13.02",0.234444444444444,0.11837962962963,0.450462962962963,0.0334259259259259,0.163287037037037
"90","GW247.7.11.14.12.02","GW654.0.1.7.13.02",0.122824074074074,0.0768055555555556,0.54337962962963,0.00111111111111111,0.25587962962963
"91","GW800.12.12.12.02","FW303.11.2.20.13.02",0.0239814814814815,0.229814814814815,0.495416666666667,0.0210648148148148,0.229722222222222
"92","GW683.53.2.18.13.02","FW303.11.2.20.13.02",0.033287037037037,0.19125,0.440138888888889,0.0394444444444444,0.29587962962963
"93","GW533.48.11.28.12.02","FW303.11.2.20.13.02",0.044212962962963,0.161712962962963,0.481527777777778,0.0307407407407407,0.281805555555556
"94","GW750.28.12.12.12.02","FW303.11.2.20.13.02",0.154351851851852,0.0923611111111111,0.395787037037037,0.0574537037037037,0.300046296296296
"95","GW220.50.12.12.12.02","FW303.11.2.20.13.02",0.0623148148148148,0.0890740740740741,0.509305555555556,0.0368518518518519,0.302453703703704
"96","GW151.12.12.12.02","FW303.11.2.20.13.02",0.134212962962963,0.110324074074074,0.367314814814815,0.0740740740740741,0.314074074074074
"97","GW084.56.11.28.12.02","FW303.11.2.20.13.02",0.108611111111111,0.120601851851852,0.449768518518519,0.0527314814814815,0.268287037037037
"98","GW921.86.1.28.13.02","FW303.11.2.20.13.02",0.0345833333333333,0.123472222222222,0.531574074074074,0.0428240740740741,0.267546296296296
"99","GW066.71.2.20.13.02","FW303.11.2.20.13.02",0.161666666666667,0.138148148148148,0.400648148148148,0.0172222222222222,0.282314814814815
"100","GW773.35.2.4.13.02","FW303.11.2.20.13.02",0.0945833333333333,0.154861111111111,0.390555555555556,0.0397685185185185,0.320231481481482
"101","GW714.34.2.12.13.02","FW303.11.2.20.13.02",0.253703703703704,0.152314814814815,0.291435185185185,0.095,0.207546296296296
"102","GW271.66.2.18.13.02","FW303.11.2.20.13.02",0.15212962962963,0.119259259259259,0.315694444444444,0.0533333333333333,0.359583333333333
"103","GW715.65.2.12.13.02","FW303.11.2.20.13.02",0.0575,0.169166666666667,0.505277777777778,0.0281018518518519,0.239953703703704
"104","GW782.72.2.18.13.02","FW303.11.2.20.13.02",0.0460648148148148,0.150416666666667,0.455416666666667,0.0562037037037037,0.291898148148148
"105","GW621.21.12.17.12.02","FW303.11.2.20.13.02",0.0415740740740741,0.206759259259259,0.518472222222222,0.0224074074074074,0.210787037037037
"106","GW775.88.1.29.13.02","FW303.11.2.20.13.02",0.21962962962963,0.05,0.509444444444444,0.0210185185185185,0.199907407407407
"107","GW314.97.2.19.13.02","FW303.11.2.20.13.02",0.051712962962963,0.267222222222222,0.384814814814815,0.0420833333333333,0.254166666666667
"108","GW198.41.2.11.13.02","FW303.11.2.20.13.02",0.0319907407407407,0.227222222222222,0.421712962962963,0.026712962962963,0.292361111111111
"109","GW763.23.1.22.13.02","FW303.11.2.20.13.02",0.241712962962963,0.152546296296296,0.353657407407407,0.0199537037037037,0.23212962962963
"110","GW056.87.1.8.13.02","FW303.11.2.20.13.02",0.0371759259259259,0.210462962962963,0.430138888888889,0.0180555555555556,0.304166666666667
"111","GW761.29.1.28.13.02","FW303.11.2.20.13.02",0.0547685185185185,0.165416666666667,0.492453703703704,0.0735648148148148,0.213796296296296
"112","GW089.62.1.7.13.02","FW303.11.2.20.13.02",0.0624537037037037,0.0944444444444444,0.521527777777778,0.047962962962963,0.273611111111111
"113","GW685.6.1.8.13.02","FW303.11.2.20.13.02",0.186898148148148,0.111527777777778,0.364027777777778,0.038287037037037,0.299259259259259
"114","GW765.77.1.11.13.02","FW303.11.2.20.13.02",0.263287037037037,0.0862962962962963,0.375462962962963,0.0196296296296296,0.255324074074074
"115","GW737.12.12.12.02","FW303.11.2.20.13.02",0.0583796296296296,0.120925925925926,0.530092592592593,0.0228240740740741,0.267777777777778
"116","GW057.10.1.8.13.02","FW303.11.2.20.13.02",0.0152314814814815,0.196805555555556,0.558148148148148,0.0321759259259259,0.197638888888889
"117","GW223.39.1.8.13.02","FW303.11.2.20.13.02",0.057037037037037,0.145787037037037,0.525972222222222,0.0074537037037037,0.26375
"118","GW60.1A.60.2.4.13.02","FW303.11.2.20.13.02",0.180555555555556,0.17037037037037,0.368888888888889,0.0260185185185185,0.254166666666667
"119","GW283.43.1.29.13.02","FW303.11.2.20.13.02",0.069537037037037,0.138657407407407,0.55,0.019212962962963,0.222592592592593
"120","GW098.57.1.22.13.02","FW303.11.2.20.13.02",0.266666666666667,0.0865277777777778,0.296851851851852,0.0885648148148148,0.261388888888889
"121","GW148.12.17.12.02","FW303.11.2.20.13.02",0.112175925925926,0.215648148148148,0.374351851851852,0.0389351851851852,0.258888888888889
"122","GW694.33.12.3.12.02","FW303.11.2.20.13.02",0.56587962962963,0.0566203703703704,0.0756018518518519,0.0243055555555556,0.277592592592593
"123","GW162.37.2.19.13.02","FW303.11.2.20.13.02",0.190462962962963,0.0906944444444444,0.414814814814815,0.0468055555555556,0.257222222222222
"124","GW086.25.12.3.12.02","FW303.11.2.20.13.02",0.0438888888888889,0.124953703703704,0.514351851851852,0.0244907407407407,0.292314814814815
"125","GW736.14.12.3.12.02","FW303.11.2.20.13.02",0.0953703703703704,0.0590277777777778,0.532962962962963,0.0244444444444444,0.288194444444444
"126","GW531.83.11.28.12.02","FW303.11.2.20.13.02",0.090787037037037,0.113148148148148,0.454675925925926,0.0243981481481481,0.316990740740741
"127","FW301.81.2.20.13.02","FW303.11.2.20.13.02",0.0154166666666667,0.306759259259259,0.399305555555556,0.0271759259259259,0.251342592592593
"128","GW803.31.1.23.13.02","FW303.11.2.20.13.02",0.200833333333333,0.04875,0.442962962962963,0.0488425925925926,0.258611111111111
"129","GW384.12.17.12.02","FW303.11.2.20.13.02",0.164675925925926,0.0616666666666667,0.401064814814815,0.0556481481481481,0.316944444444444
"130","GW199.42.1.28.13.02","FW303.11.2.20.13.02",0.0730092592592593,0.0866203703703704,0.49162037037037,0.0510648148148148,0.297685185185185
"131","GW704.5.12.17.12.02","FW303.11.2.20.13.02",0.0277314814814815,0.130416666666667,0.47162037037037,0.0202777777777778,0.349953703703704
"132","GW764.23.1.11.13.02","FW303.11.2.20.13.02",0.172592592592593,0.151296296296296,0.356527777777778,0.0535185185185185,0.266064814814815
"133","GW085.58.12.3.12.02","FW303.11.2.20.13.02",0.0639814814814815,0.108981481481481,0.521805555555556,0.0668055555555556,0.238425925925926
"134","GW641.30.1.23.13.02","FW303.11.2.20.13.02",0.11162037037037,0.129305555555556,0.500972222222222,0.0536111111111111,0.204490740740741
"135","GW929.2.11.13.02","FW303.11.2.20.13.02",0.0324537037037037,0.178564814814815,0.482592592592593,0.0636574074074074,0.242731481481481
"136","GW706.96.12.17.12.02","FW303.11.2.20.13.02",0.0397685185185185,0.145277777777778,0.519305555555556,0.0317592592592593,0.263888888888889
"137","GW636.32.1.28.13.02","FW303.11.2.20.13.02",0.170324074074074,0.290787037037037,0.217314814814815,0.0225925925925926,0.298981481481481
"138","GW115.2.11.26.12.02","FW303.11.2.20.13.02",0.145416666666667,0.38537037037037,0.187731481481481,0.0552777777777778,0.226203703703704
"139","GW107.91.12.11.12.02","FW303.11.2.20.13.02",0.137546296296296,0.0973148148148148,0.428240740740741,0.0318981481481481,0.305
"140","GW350.74.2.12.13.02","FW303.11.2.20.13.02",0.204583333333333,0.137962962962963,0.288888888888889,0.0414814814814815,0.327083333333333
"141","GW190.22.12.11.12.02","FW303.11.2.20.13.02",0.0617592592592593,0.0865740740740741,0.442685185185185,0.0686574074074074,0.340324074074074
"142","GW127.16.11.26.12.02","FW303.11.2.20.13.02",0.144953703703704,0.135231481481481,0.430138888888889,0.0207407407407407,0.268935185185185
"143","FW511.61.11.26.12.02","FW303.11.2.20.13.02",0.240601851851852,0.140416666666667,0.363564814814815,0.0256944444444444,0.229722222222222
"144","GW804.13.2.11.13.02","FW303.11.2.20.13.02",0.260231481481482,0.13662037037037,0.3775,0.0643518518518519,0.161296296296296
"145","GW363.94.1.22.13.02","FW303.11.2.20.13.02",0.122268518518519,0.0913425925925926,0.44712962962963,0.036712962962963,0.302546296296296
"146","GW345.51.11.27.12.02","FW303.11.2.20.13.02",0.123564814814815,0.15087962962963,0.433888888888889,0.0175925925925926,0.274074074074074
"147","GW658.63.1.23.13.02","FW303.11.2.20.13.02",0.385046296296296,0.0188425925925926,0.377037037037037,0.0110648148148148,0.208009259259259
"148","GW385.80.2.18.13.02","FW303.11.2.20.13.02",0.184027777777778,0.136342592592593,0.340555555555556,0.0147685185185185,0.324305555555556
"149","GW705.9.2.21.13.02","FW303.11.2.20.13.02",0.574166666666667,0.044212962962963,0.124212962962963,0.0215277777777778,0.23587962962963
"150","GW639.90.1.23.13.02","FW303.11.2.20.13.02",0.164814814814815,0.0480555555555556,0.46337962962963,0.0263425925925926,0.297407407407407
"151","DP16D.67.11.27.12.02","FW303.11.2.20.13.02",0.264166666666667,0.126851851851852,0.376342592592593,0.00550925925925926,0.22712962962963
"152","GW228.12.2.4.13.02","FW303.11.2.20.13.02",0.186712962962963,0.159768518518519,0.386064814814815,0.0120833333333333,0.25537037037037
"153","GW755.69.1.8.13.02","FW303.11.2.20.13.02",0.150462962962963,0.110324074074074,0.420555555555556,0.100324074074074,0.218333333333333
"154","GW122.78.11.14.12.02","FW303.11.2.20.13.02",0.0672685185185185,0.12837962962963,0.548935185185185,0.0339814814814815,0.221435185185185
"155","FW233.17.2.99.11.28.12.02","FW303.11.2.20.13.02",0.166712962962963,0.134768518518519,0.522962962962963,0.0124537037037037,0.163101851851852
"156","GW779.8.2.18.13.02","FW303.11.2.20.13.02",0.184722222222222,0.231666666666667,0.321574074074074,0.0252314814814815,0.236805555555556
"157","GW631.98.12.11.12.02","FW303.11.2.20.13.02",0.196759259259259,0.0809259259259259,0.454490740740741,0.083287037037037,0.184537037037037
"158","FW215.84.11.27..12.02","FW303.11.2.20.13.02",0.134305555555556,0.123842592592593,0.513101851851852,0.00486111111111111,0.223888888888889
"159","TPB16.81.11.28.12.02","FW303.11.2.20.13.02",0.0993518518518519,0.136203703703704,0.522175925925926,0.0149074074074074,0.227361111111111
"160","GW105.12.11.12.02","FW303.11.2.20.13.02",0.0505092592592593,0.102083333333333,0.545138888888889,0.019212962962963,0.283055555555556
"161","GW925.68.1.28.13.02","FW303.11.2.20.13.02",0.159722222222222,0.0589814814814815,0.461666666666667,0.0310185185185185,0.288611111111111
"162","FW602.2.26.2.11.28.12.02","FW303.11.2.20.13.02",0.0993055555555555,0.104861111111111,0.487777777777778,0.0280555555555556,0.28
"163","FW510.26.11.26.12.02","FW303.11.2.20.13.02",0.30087962962963,0.0319907407407407,0.41662037037037,0.0203703703703704,0.230138888888889
"164","GW123.93.11.14.12.02","FW303.11.2.20.13.02",0.39037037037037,0.0176388888888889,0.392962962962963,0.0168055555555556,0.182222222222222
"165","GW125.85.2.20.13.02","FW303.11.2.20.13.02",0.251574074074074,0.0339814814814815,0.353333333333333,0.0256481481481481,0.335462962962963
"166","GW537.24.11.26.12.02","FW303.11.2.20.13.02",0.251666666666667,0.0588888888888889,0.372731481481481,0.018287037037037,0.298425925925926
"167","FW109.40.92.11.14.12.02","FW303.11.2.20.13.02",0.288611111111111,0.0317592592592593,0.286203703703704,0.0315277777777778,0.361898148148148
"168","GW101.11.13.12.02","FW303.11.2.20.13.02",0.218287037037037,0.0775,0.494212962962963,0.0296759259259259,0.180324074074074
"169","FW603.55.12.3.12.02","FW303.11.2.20.13.02",0.273055555555556,0.100092592592593,0.351805555555556,0.0142592592592593,0.260787037037037
"170","FW410.28.46.11.13.12.02","FW303.11.2.20.13.02",0.280277777777778,0.0360648148148148,0.375601851851852,0.0608333333333333,0.247222222222222
"171","FW021.46.11.27.12.02","FW303.11.2.20.13.02",0.499444444444444,0.0239814814814815,0.287916666666667,0.00851851851851852,0.180138888888889
"172","GW346.47.11.27.12.02","FW303.11.2.20.13.02",0.195462962962963,0.102083333333333,0.418842592592593,0.0132407407407407,0.27037037037037
"173","PTMW02.4.12.11.12.02","FW303.11.2.20.13.02",0.268333333333333,0.0507407407407407,0.300277777777778,0.0511111111111111,0.329537037037037
"174","FW106.11.13.12.02","FW303.11.2.20.13.02",0.269814814814815,0.0617592592592593,0.379027777777778,0.0156944444444444,0.273703703703704
"175","GW526.15.11.27.12.02","FW303.11.2.20.13.02",0.334814814814815,0.0786574074074074,0.317824074074074,0.0162037037037037,0.2525
"176","GW754.40.1.7.13.02","FW303.11.2.20.13.02",0.0264814814814815,0.225231481481481,0.481574074074074,0.0174537037037037,0.249259259259259
"177","FW104.67.11.14.12.02","FW303.11.2.20.13.02",0.448935185185185,0.0662962962962963,0.283472222222222,0.0137037037037037,0.187592592592593
"178","GW246.1.11.26.12.02","FW303.11.2.20.13.02",0.104722222222222,0.215787037037037,0.439537037037037,0.015,0.224953703703704
"179","GW247.7.11.14.12.02","FW303.11.2.20.13.02",0.218148148148148,0.0610185185185185,0.407824074074074,0.0143518518518519,0.298657407407407
"180","GW683.53.2.18.13.02","GW800.12.12.12.02",0.0831944444444444,0.189305555555556,0.470787037037037,0.109074074074074,0.147638888888889
"181","GW533.48.11.28.12.02","GW800.12.12.12.02",0.044537037037037,0.153611111111111,0.547638888888889,0.0838425925925926,0.17037037037037
"182","GW750.28.12.12.12.02","GW800.12.12.12.02",0.128287037037037,0.0741666666666667,0.490046296296296,0.0347685185185185,0.272731481481481
"183","GW220.50.12.12.12.02","GW800.12.12.12.02",0.0546296296296296,0.118333333333333,0.620231481481481,0.0302314814814815,0.176574074074074
"184","GW151.12.12.12.02","GW800.12.12.12.02",0.124537037037037,0.0974537037037037,0.37662037037037,0.0965277777777778,0.304861111111111
"185","GW084.56.11.28.12.02","GW800.12.12.12.02",0.163981481481481,0.149953703703704,0.484537037037037,0.060787037037037,0.140740740740741
"186","GW921.86.1.28.13.02","GW800.12.12.12.02",0.0560185185185185,0.12087962962963,0.55787037037037,0.0248148148148148,0.240416666666667
"187","GW066.71.2.20.13.02","GW800.12.12.12.02",0.0363425925925926,0.19912037037037,0.565648148148148,0.0360185185185185,0.16287037037037
"188","GW773.35.2.4.13.02","GW800.12.12.12.02",0.110462962962963,0.125,0.477962962962963,0.0540740740740741,0.2325
"189","GW714.34.2.12.13.02","GW800.12.12.12.02",0.0874537037037037,0.140138888888889,0.469861111111111,0.07,0.232546296296296
"190","GW271.66.2.18.13.02","GW800.12.12.12.02",0.209027777777778,0.146990740740741,0.405555555555556,0.11337962962963,0.125046296296296
"191","GW715.65.2.12.13.02","GW800.12.12.12.02",0.0590277777777778,0.202777777777778,0.461342592592593,0.0477314814814815,0.22912037037037
"192","GW782.72.2.18.13.02","GW800.12.12.12.02",0.0824537037037037,0.165972222222222,0.510833333333333,0.0510648148148148,0.189675925925926
"193","GW621.21.12.17.12.02","GW800.12.12.12.02",0.0197222222222222,0.219351851851852,0.480462962962963,0.0317592592592593,0.248703703703704
