"ID","Bin","BinRA","TopTaxonID","TopTaxonRAinBin","TopTaxon.Domain","TopTaxon.Phylum","TopTaxon.Class","TopTaxon.Order","TopTaxon.Family","TopTaxon.Genus","TopTaxon.Species","Domain.maxNamed","Domain.maxNamed.Percent","Phylum.maxNamed","Phylum.maxNamed.Percent","Class.maxNamed","Class.maxNamed.Percent","Order.maxNamed","Order.maxNamed.Percent","Family.maxNamed","Family.maxNamed.Percent","Genus.maxNamed","Genus.maxNamed.Percent","Species.maxNamed","Species.maxNamed.Percent"
"63","Bin63",0.00533374033374033,"New.ReferenceOTU251808",0.233689431514689,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophales","Omnitrophales","uncultured_bacterium","Bacteria",1,"Verrucomicrobiota",1,"Omnitrophia",1,"Omnitrophales",1,"Omnitrophales",0.972720335749714,"Omnitrophales",0.972720335749714,"uncultured_bacterium",0.981114078595956
"64","Bin64",0.00539479039479039,"New.ReferenceOTU255197",0.225198038476047,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","DEV114","Unclassified","Bacteria",1,"Verrucomicrobiota",0.998679743493021,"Verrucomicrobiae",0.998679743493021,"Pedosphaerales",0.998679743493021,"Pedosphaeraceae",0.998679743493021,"Pedosphaeraceae",0.428706148623161,"uncultured_bacterium",0.327989437947944
"65","Bin65",0.000535205535205535,"New.ReferenceOTU25157",0.140684410646388,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Terrimicrobiaceae","FukuN18_freshwater_group","uncultured_bacterium","Bacteria",1,"Verrucomicrobiota",1,"Verrucomicrobiae",1,"Chthoniobacterales",0.61787072243346,"Terrimicrobiaceae",0.342205323193916,"FukuN18_freshwater_group",0.231939163498099,"uncultured_bacterium",0.401140684410646
"66","Bin66",0.0016025641025641,"New.ReferenceOTU175827",0.148571428571429,"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Methylacidiphilales","Methylacidiphilaceae","uncultured","candidate_division","Bacteria",1,"Verrucomicrobiota",0.906031746031746,"Verrucomicrobiae",0.69968253968254,"Methylacidiphilales",0.492698412698413,"Methylacidiphilaceae",0.492698412698413,"uncultured",0.492698412698413,"uncultured_bacterium",0.514920634920635
"67","Bin67",0.00523606023606024,"4393264",0.744461717839098,"Bacteria","Nitrospirota","Leptospirillia","Leptospirillales","Leptospirillaceae","Leptospirillum","uncultured_bacterium","Bacteria",1,"Nitrospirota",0.97240575204042,"Leptospirillia",0.97240575204042,"Leptospirillales",0.97240575204042,"Leptospirillaceae",0.97240575204042,"Leptospirillum",0.97240575204042,"uncultured_bacterium",0.825495530509133
"68","Bin68",0.00130952380952381,"New.ReferenceOTU275495",0.187257187257187,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","Rhabdochlamydiaceae_bacterium","Bacteria",1,"Verrucomicrobiota",1,"Chlamydiae",1,"Chlamydiales",1,"Simkaniaceae",0.994560994560994,"uncultured",0.913752913752914,"Rhabdochlamydiaceae_bacterium",0.436674436674437
"69","Bin69",0.000688848188848189,"New.ReferenceOTU296418",0.298375184638109,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","uncultured","uncultured_bacterium","Bacteria",1,"Verrucomicrobiota",0.831610044313146,"Chlamydiae",0.8301329394387,"Chlamydiales",0.8301329394387,"Simkaniaceae",0.522895125553914,"uncultured",0.542097488921713,"uncultured_bacterium",0.454948301329394
"70","Bin70",0.00235042735042735,"New.ReferenceOTU23457",0.365800865800866,"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","cvE6","cvE6","uncultured_Chlamydiales","Bacteria",1,"Verrucomicrobiota",0.998268398268398,"Chlamydiae",0.998268398268398,"Chlamydiales",0.998268398268398,"cvE6",0.998268398268398,"cvE6",0.998268398268398,"uncultured_Chlamydiales",0.370562770562771
"71","Bin71",0.00137871387871388,"159567",0.508487084870849,"Bacteria","PAUC34f","PAUC34f","PAUC34f","PAUC34f","PAUC34f","uncultured_bacterium","Bacteria",1,"PAUC34f",0.719557195571956,"PAUC34f",0.719557195571956,"PAUC34f",0.719557195571956,"PAUC34f",0.719557195571956,"PAUC34f",0.719557195571956,"uncultured_bacterium",0.638376383763838
"72","Bin72",0.00105718355718356,"4306060",0.260827718960539,"Bacteria","Firmicutes","Desulfitobacteriia","Desulfitobacteriales","Desulfitobacteriales","TC1","uncultured_bacterium","Bacteria",1,"Firmicutes",0.53609239653513,"vadinHA49",0.453320500481232,"vadinHA49",0.453320500481232,"vadinHA49",0.453320500481232,"vadinHA49",0.453320500481232,"uncultured_bacterium",0.535129932627527
"73","Bin73",0.000463980463980464,"555479",0.217105263157895,"Bacteria","Firmicutes","Thermoanaerobacteria","Thermoanaerobacterales","SRB2","SRB2","Unclassified","Bacteria",1,"Firmicutes",1,"Thermoanaerobacteria",0.473684210526316,"Thermoanaerobacterales",0.473684210526316,"SRB2",0.473684210526316,"SRB2",0.473684210526316,"uncultured_bacterium",0.302631578947368
"74","Bin74",0.00112433862433862,"New.ReferenceOTU117578",0.168325791855204,"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Sporomusaceae","Sporomusa","Unclassified","Bacteria",1,"Firmicutes",0.885972850678733,"Clostridia",0.485067873303167,"Peptostreptococcales-Tissierellales",0.289592760180995,"Sporomusaceae",0.257013574660634,"Sporomusa",0.168325791855204,"uncultured_bacterium",0.364705882352941
"75","Bin75",0.00138481888481888,"New.ReferenceOTU223440",0.135929463629684,"Bacteria","WOR-1","WOR-1","WOR-1","WOR-1","WOR-1","uncultured_bacterium","Bacteria",1,"WOR-1",0.731814842027921,"WOR-1",0.731814842027921,"WOR-1",0.731814842027921,"WOR-1",0.731814842027921,"WOR-1",0.731814842027921,"uncultured_bacterium",0.560617193240264
"76","Bin76",0.00323260073260073,"105370",0.431224425558703,"Bacteria","Firmicutes","Desulfotomaculia","Ammonifexales","Desulforudaceae","Candidatus_Desulforudis","uncultured_bacterium","Bacteria",1,"Firmicutes",0.606232294617564,"Desulfotomaculia",0.595215612212779,"Ammonifexales",0.595215612212779,"Desulforudaceae",0.595215612212779,"Candidatus_Desulforudis",0.595215612212779,"uncultured_bacterium",0.591753226314133
"77","Bin77",0.0010958485958486,"255838",0.0974930362116992,"Bacteria","Acidobacteriota","Subgroup_5","Subgroup_5","Subgroup_5","Subgroup_5","uncultured_bacterium","Bacteria",1,"Acidobacteriota",0.44661095636026,"Subgroup_5",0.44661095636026,"Subgroup_5",0.44661095636026,"Subgroup_5",0.44661095636026,"Subgroup_5",0.44661095636026,"uncultured_bacterium",0.666666666666667
"78","Bin78",0.00218762718762719,"742099",0.296279069767442,"Bacteria","AncK6","AncK6","AncK6","AncK6","AncK6","uncultured_bacterium","Bacteria",1,"AncK6",0.452558139534884,"AncK6",0.452558139534884,"AncK6",0.452558139534884,"AncK6",0.452558139534884,"AncK6",0.452558139534884,"uncultured_bacterium",0.774418604651163
"79","Bin79",0.000652218152218152,"New.ReferenceOTU201969",0.238689547581903,"Bacteria","Nitrospinota","P9X2b3D02","P9X2b3D02","P9X2b3D02","P9X2b3D02","Candidatus_Tectomicrobia","Bacteria",1,"Latescibacterota",0.600624024960998,"Latescibacterota",0.600624024960998,"Latescibacterota",0.600624024960998,"Latescibacterota",0.600624024960998,"Latescibacterota",0.600624024960998,"Candidatus_Tectomicrobia",0.369734789391576
"80","Bin80",0.000750915750915751,"New.ReferenceOTU169198",0.0975609756097561,"Bacteria","Planctomycetota","Phycisphaerae","MSBL9","SG8-4","SG8-4","Unclassified","Bacteria",1,"Planctomycetota",1,"Phycisphaerae",0.67479674796748,"MSBL9",0.426829268292683,"SG8-4",0.37940379403794,"SG8-4",0.37940379403794,"uncultured_bacterium",0.551490514905149
"81","Bin81",0.00103886853886854,"810473",0.215475024485798,"Bacteria","Planctomycetota","Phycisphaerae","CCM11a","CCM11a","CCM11a","uncultured_Planctomycetaceae","Bacteria",1,"Planctomycetota",1,"Phycisphaerae",1,"CCM11a",0.803134182174339,"CCM11a",0.803134182174339,"CCM11a",0.803134182174339,"uncultured_bacterium",0.584720861900098
"82","Bin82",0.00271265771265771,"New.ReferenceOTU45333",0.419354838709677,"Bacteria","Planctomycetota","Brocadiae","Brocadiales","GWA2-50-13","GWA2-50-13","Planctomycetes_bacterium","Bacteria",1,"Planctomycetota",1,"Brocadiae",0.941110277569392,"Brocadiales",0.941110277569392,"GWA2-50-13",0.940360090022506,"GWA2-50-13",0.940360090022506,"Planctomycetes_bacterium",0.477869467366842
"83","Bin83",0.000485347985347985,"New.ReferenceOTU87479",0.0859538784067086,"Bacteria","Planctomycetota","Pla4_lineage","Pla4_lineage","Pla4_lineage","Pla4_lineage","uncultured_bacterium","Bacteria",1,"Planctomycetota",1,"Pla4_lineage",0.69811320754717,"Pla4_lineage",0.69811320754717,"Pla4_lineage",0.69811320754717,"Pla4_lineage",0.69811320754717,"uncultured_bacterium",0.651991614255765
"84","Bin84",0.000432437932437932,"655207",0.0447058823529412,"Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","uncultured","uncultured_bacterium","Bacteria",1,"Planctomycetota",0.967058823529412,"Planctomycetes",0.750588235294118,"Pirellulales",0.750588235294118,"Pirellulaceae",0.750588235294118,"uncultured",0.470588235294118,"uncultured_bacterium",0.303529411764706
"85","Bin85",0.0017032967032967,"512552",0.249701314217443,"Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","uncultured","metagenome","Bacteria",1,"Planctomycetota",1,"Planctomycetes",1,"Gemmatales",0.866188769414576,"Gemmataceae",0.866188769414576,"uncultured",0.842293906810036,"metagenome",0.374551971326165
"86","Bin86",0.00115893365893366,"244154",0.485513608428446,"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","Subgroup_2","Subgroup_2","uncultured_bacterium","Bacteria",1,"Acidobacteriota",0.990342405618964,"Acidobacteriae",0.990342405618964,"Subgroup_2",0.990342405618964,"Subgroup_2",0.990342405618964,"Subgroup_2",0.990342405618964,"uncultured_bacterium",0.614574187884109
"87","Bin87",0.000101750101750102,"New.ReferenceOTU119741",0.08,"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","Subgroup_2","Subgroup_2","uncultured_eubacterium","Bacteria",1,"Acidobacteriota",0.99,"Acidobacteriae",0.99,"Subgroup_2",0.86,"Subgroup_2",0.86,"Subgroup_2",0.86,"uncultured_eubacterium",0.34
"88","Bin88",0.00254884004884005,"812496",0.770459081836327,"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_2","Subgroup_2","Subgroup_2","uncultured_Acidobacteria","Bacteria",1,"Acidobacteriota",1,"Acidobacteriae",1,"Subgroup_2",0.998403193612775,"Subgroup_2",0.998403193612775,"Subgroup_2",0.998403193612775,"uncultured_Acidobacteria",0.903792415169661
"89","Bin89",0.00264550264550265,"238020",0.768076923076923,"Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","JGI_0001001-H03","Unclassified","Bacteria",1,"Acidobacteriota",0.996923076923077,"Blastocatellia",0.995,"Blastocatellales",0.868846153846154,"Blastocatellaceae",0.868846153846154,"JGI_0001001-H03",0.783846153846154,"uncultured_bacterium",0.0723076923076923
"90","Bin90",0.000335775335775336,"2287977",0.472727272727273,"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_13","Subgroup_13","Subgroup_13","uncultured_bacterium","Bacteria",1,"Acidobacteriota",0.990909090909091,"Acidobacteriae",0.990909090909091,"Subgroup_13",0.990909090909091,"Subgroup_13",0.990909090909091,"Subgroup_13",0.990909090909091,"uncultured_bacterium",0.624242424242424
"91","Bin91",0.00171041921041921,"147271",0.396787626412849,"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_13","Subgroup_13","Subgroup_13","uncultured_Acidobacteria","Bacteria",1,"Acidobacteriota",0.989292088042832,"Acidobacteriae",0.989292088042832,"Subgroup_13",0.989292088042832,"Subgroup_13",0.989292088042832,"Subgroup_13",0.989292088042832,"uncultured_bacterium",0.430696014277216
"92","Bin92",0.00349308099308099,"142598",0.71453539178561,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified","Bacteria",1,"Nitrospirota",0.988057092921643,"Nitrospiria",0.988057092921643,"Nitrospirales",0.988057092921643,"Nitrospiraceae",0.988057092921643,"Nitrospira",0.988057092921643,"uncultured_Nitrospiraceae",0.131663268278474
"93","Bin93",0.0162586487586488,"328951",0.393453908254584,"Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira","Unclassified","Bacteria",1,"Nitrospirota",0.995181175292572,"Nitrospiria",0.991175918392891,"Nitrospirales",0.991175918392891,"Nitrospiraceae",0.991175918392891,"Nitrospira",0.991175918392891,"uncultured_bacterium",0.055635521622129
"94","Bin94",0.00265873015873016,"1108685",0.210103329506315,"Bacteria","Methylomirabilota","Methylomirabilia","Rokubacteriales","Rokubacteriales","Rokubacteriales","uncultured_bacterium","Bacteria",1,"Methylomirabilota",0.998851894374282,"Methylomirabilia",0.998851894374282,"Rokubacteriales",0.998851894374282,"Rokubacteriales",0.998851894374282,"Rokubacteriales",0.998851894374282,"uncultured_bacterium",0.893991580558745
"95","Bin95",0.000914733414733415,"New.ReferenceOTU292600",0.146829810901001,"Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9","uncultured_Anaerolineaceae","Bacteria",1,"Chloroflexi",0.796440489432703,"Anaerolineae",0.746384872080089,"RBG-13-54-9",0.737486095661847,"RBG-13-54-9",0.737486095661847,"RBG-13-54-9",0.737486095661847,"uncultured_bacterium",0.281423804226919
"96","Bin96",0.0011996336996337,"217746",0.221374045801527,"Bacteria","Chloroflexi","KD4-96","KD4-96","KD4-96","KD4-96","Unclassified","Bacteria",1,"Chloroflexi",1,"KD4-96",0.966921119592875,"KD4-96",0.966921119592875,"KD4-96",0.966921119592875,"KD4-96",0.966921119592875,"uncultured_bacterium",0.150127226463104
"97","Bin97",0.00187728937728938,"New.ReferenceOTU195595",0.155555555555556,"Bacteria","Chloroflexi","Anaerolineae","Unclassified","Unclassified","Unclassified","Unclassified","Bacteria",1,"Chloroflexi",1,"Anaerolineae",0.874254742547426,"Anaerolineales",0.473712737127371,"Anaerolineaceae",0.473712737127371,"uncultured",0.441734417344173,"uncultured_bacterium",0.364227642276423
"98","Bin98",0.00151709401709402,"New.ReferenceOTU243520",0.07981220657277,"Bacteria","Chloroflexi","Dehalococcoidia","Dehalococcoidales","uncultured","uncultured","uncultured_Chloroflexi","Bacteria",1,"Chloroflexi",0.991281019450034,"Dehalococcoidia",0.960429242119383,"Dehalococcoidales",0.254862508383635,"uncultured",0.210596914822267,"uncultured",0.210596914822267,"uncultured_bacterium",0.507712944332663
"99","Bin99",0.00187525437525438,"New.ReferenceOTU59725",0.116115029842648,"Bacteria","Chloroflexi","Dehalococcoidia","Unclassified","Unclassified","Unclassified","Unclassified","Bacteria",1,"Chloroflexi",1,"Dehalococcoidia",1,"661239",0.289202387411829,"661239",0.289202387411829,"661239",0.289202387411829,"uncultured_bacterium",0.523602821486706
"100","Bin100",0.0027024827024827,"758764",0.28125,"Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","JG30-KF-CM66","metagenome","Bacteria",1,"Chloroflexi",1,"JG30-KF-CM66",0.726280120481928,"JG30-KF-CM66",0.726280120481928,"JG30-KF-CM66",0.726280120481928,"JG30-KF-CM66",0.726280120481928,"uncultured_bacterium",0.372364457831325
"101","Bin101",0.00688949938949939,"4418129",0.701521193324472,"Bacteria","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Unclassified","Bacteria",1,"Chloroflexi",0.240141781125388,"Dehalococcoidia",0.207207207207207,"SAR202_clade",0.169694284448383,"SAR202_clade",0.169694284448383,"SAR202_clade",0.169694284448383,"uncultured_bacterium",0.160832964111653
"102","Bin102",0.00223239723239723,"New.ReferenceOTU114208",0.104375569735643,"Bacteria","Acidobacteriota","Acidobacteriae","Subgroup_12","Subgroup_12","Subgroup_12","uncultured_bacterium","Bacteria",1,"Elusimicrobiota",0.7538742023701,"Lineage_IIc",0.706927985414768,"Lineage_IIc",0.706927985414768,"Lineage_IIc",0.706927985414768,"Lineage_IIc",0.706927985414768,"uncultured_bacterium",0.895168641750228
"103","Bin103",0.00113044363044363,"New.ReferenceOTU196685",0.0738073807380738,"Bacteria","Elusimicrobiota","Elusimicrobia","MVP-88","MVP-88","MVP-88","uncultured_bacterium","Bacteria",1,"Elusimicrobiota",1,"Lineage_IIb",0.683168316831683,"Lineage_IIb",0.683168316831683,"Lineage_IIb",0.683168316831683,"Lineage_IIb",0.683168316831683,"uncultured_bacterium",0.85958595859586
"104","Bin104",0.00160866910866911,"357721",0.31562302340291,"Bacteria","Elusimicrobiota","Lineage_IIa","Lineage_IIa","Lineage_IIa","Lineage_IIa","uncultured_soil","Bacteria",1,"Elusimicrobiota",1,"Lineage_IIa",0.56989247311828,"Lineage_IIa",0.56989247311828,"Lineage_IIa",0.56989247311828,"Lineage_IIa",0.56989247311828,"uncultured_Acidobacteria",0.412397216951297
"105","Bin105",0.00219474969474969,"New.ReferenceOTU15267",0.247566063977747,"Bacteria","Elusimicrobiota","Lineage_IIa","Lineage_IIa","Lineage_IIa","Lineage_IIa","uncultured_bacterium","Bacteria",1,"Elusimicrobiota",1,"Lineage_IIa",1,"Lineage_IIa",1,"Lineage_IIa",1,"Lineage_IIa",1,"uncultured_bacterium",0.852573018080668
"106","Bin106",0.00357448107448107,"2760486",0.167662966125818,"Bacteria","Elusimicrobiota","Elusimicrobia","Lineage_IV","Lineage_IV","Lineage_IV","uncultured_Termite","Bacteria",1,"Elusimicrobiota",0.999430686023342,"Elusimicrobia",0.996584116140051,"Lineage_IV",0.964987190435525,"Lineage_IV",0.964987190435525,"Lineage_IV",0.964987190435525,"uncultured_bacterium",0.403074295473954
"107","Bin107",0.00250712250712251,"606431",0.215909090909091,"Bacteria","Elusimicrobiota","Elusimicrobia","Lineage_IV","Lineage_IV","Lineage_IV","uncultured_soil","Bacteria",1,"Elusimicrobiota",0.998376623376623,"Elusimicrobia",0.998376623376623,"Lineage_IV",0.997970779220779,"Lineage_IV",0.997970779220779,"Lineage_IV",0.997970779220779,"uncultured_bacterium",0.734172077922078
"108","Bin108",0.000786528286528287,"592473",0.239327296248383,"Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter","Unclassified","Bacteria",1,"Acidobacteriota",1,"Acidobacteriae",1,"Bryobacterales",0.985769728331177,"Bryobacteraceae",0.985769728331177,"Bryobacter",0.985769728331177,"uncultured_Holophaga",0.0413971539456662
"109","Bin109",0.00101444851444851,"220327",0.0692076228686058,"Bacteria","Acidobacteriota","Acidobacteriae","PAUC26f","PAUC26f","PAUC26f","uncultured_bacterium","Bacteria",1,"Acidobacteriota",0.996990972918756,"Acidobacteriae",0.996990972918756,"Solibacterales",0.589769307923771,"Solibacteraceae",0.589769307923771,"Candidatus_Solibacter",0.589769307923771,"uncultured_bacterium",0.207622868605817
"110","Bin110",0.0018966218966219,"4433934",0.284871244635193,"Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Unclassified","Unclassified","Unclassified","Bacteria",1,"Acidobacteriota",0.788090128755365,"Acidobacteriae",0.642703862660944,"Acidobacteriales",0.642703862660944,"Acidobacteriaceae_(Subgroup_1)",0.283261802575107,"uncultured",0.311695278969957,"uncultured_forest",0.258047210300429
"111","Bin111",0.00529304029304029,"New.ReferenceOTU118586",0.603806228373702,"Bacteria","Planctomycetota","Brocadiae","Brocadiales","Brocadiaceae","Candidatus_Brocadia","Planctomycetes_bacterium","Bacteria",1,"Planctomycetota",0.936755094194541,"Brocadiae",0.936755094194541,"Brocadiales",0.936755094194541,"Brocadiaceae",0.936755094194541,"Candidatus_Brocadia",0.836409073433295,"Planctomycetes_bacterium",0.835447904652057
"112","Bin112",0.00137260887260887,"571698",0.408450704225352,"Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Thermoanaerobaculum","uncultured_bacterium","Bacteria",1,"Acidobacteriota",0.97405485544848,"Thermoanaerobaculia",0.452186805040771,"Thermoanaerobaculales",0.452186805040771,"Thermoanaerobaculaceae",0.452186805040771,"Thermoanaerobaculum",0.43587842846553,"uncultured_bacterium",0.550037064492216
"113","Bin113",0.00238400488400488,"New.ReferenceOTU223897",0.089628681177977,"Bacteria","Nitrospinota","Nitrospinia","Nitrospinales","Nitrospinaceae","Nitrospina","uncultured_bacterium","Bacteria",1,"Nitrospinota",0.246265471617584,"Schekmanbacteria",0.158344003414426,"Schekmanbacteria",0.158344003414426,"Schekmanbacteria",0.158344003414426,"Schekmanbacteria",0.158344003414426,"uncultured_bacterium",0.664105847204439
"114","Bin114",0.004997964997965,"New.ReferenceOTU285980",0.112785016286645,"Bacteria","Verrucomicrobiota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus","uncultured_bacterium","Bacteria",1,"Verrucomicrobiota",0.999185667752443,"Omnitrophia",0.999185667752443,"Omnitrophales",0.999185667752443,"Omnitrophaceae",0.999185667752443,"Candidatus_Omnitrophus",0.999185667752443,"uncultured_bacterium",0.609527687296417
"115","Bin115",0.00760887260887261,"156874",0.4708478202728,"Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","Methylomirabilaceae","Candidatus_Methylomirabilis","Unclassified","Bacteria",1,"Methylomirabilota",0.957074083979674,"Methylomirabilia",0.957074083979674,"Methylomirabilales",0.957074083979674,"Methylomirabilaceae",0.957074083979674,"Candidatus_Methylomirabilis",0.856244985290185,"uncultured_Firmicutes",0.198047606311848
"116","Bin116",0.00353988603988604,"439693",0.755964357574015,"Bacteria","Methylomirabilota","Methylomirabilia","Methylomirabilales","Methylomirabilaceae","Candidatus_Methylomirabilis","uncultured_bacterium","Bacteria",1,"Methylomirabilota",0.99971256108077,"Methylomirabilia",0.99971256108077,"Methylomirabilales",0.99971256108077,"Methylomirabilaceae",0.99971256108077,"Candidatus_Methylomirabilis",0.99971256108077,"uncultured_bacterium",0.866628341477436
"117","Bin117",0.00421245421245421,"New.ReferenceOTU168526",0.638405797101449,"Bacteria","Sva0485","Sva0485","Sva0485","Sva0485","Sva0485","Unclassified","Bacteria",1,"Sva0485",0.999275362318841,"Sva0485",0.999275362318841,"Sva0485",0.999275362318841,"Sva0485",0.999275362318841,"Sva0485",0.999275362318841,"uncultured_delta",0.0647342995169082
"118","Bin118",0.00256512006512007,"754230",0.223720745735819,"Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_bacterium","Bacteria",1,"Nitrospirota",0.327647758825863,"4-29-1",0.303451011503372,"4-29-1",0.303451011503372,"4-29-1",0.303451011503372,"4-29-1",0.303451011503372,"uncultured_bacterium",0.49583498611662
"119","Bin119",0.00195258445258445,"160786",0.333507034914018,"Bacteria","Nitrospirota","4-29-1","4-29-1","4-29-1","4-29-1","uncultured_Myxococcales","Bacteria",1,"Nitrospirota",0.992704533611256,"4-29-1",0.891610213652944,"4-29-1",0.891610213652944,"4-29-1",0.891610213652944,"4-29-1",0.891610213652944,"uncultured_bacterium",0.506513809275664
"120","Bin120",0.00167785917785918,"147414",0.3844754396604,"Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Acidaminobacteraceae","Acidaminobacter","uncultured_bacterium","Bacteria",1,"Firmicutes",0.831412977562159,"Clostridia",0.831412977562159,"Peptostreptococcales-Tissierellales",0.831412977562159,"Acidaminobacteraceae",0.831412977562159,"Acidaminobacter",0.831412977562159,"uncultured_bacterium",0.480291085506367
"121","Bin121",0.00126373626373626,"707290",0.297101449275362,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Unclassified","Unclassified","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Xanthomonadales",0.837359098228663,"Rhodanobacteraceae",0.830112721417069,"Chujaibacter",0.202093397745572,"uncultured_bacterium",0.0901771336553945
"122","Bin122",0.016470288970289,"714231",0.468894792117131,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Rhodanobacteraceae","Rhodanobacter","Unclassified","Bacteria",1,"Proteobacteria",0.843578180021004,"Gammaproteobacteria",0.843578180021004,"Xanthomonadales",0.802804719836906,"Rhodanobacteraceae",0.802804719836906,"Rhodanobacter",0.78674244764317,"uncultured_bacterium",0.0278618644591339
"123","Bin123",0.00179487179487179,"567333",0.281179138321995,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20","Unclassified","Bacteria",1,"Proteobacteria",0.999433106575964,"Gammaproteobacteria",0.999433106575964,"Burkholderiales",0.998866213151927,"TRA3-20",0.80328798185941,"TRA3-20",0.80328798185941,"metagenome",0.0521541950113379
"124","Bin124",0.00138176638176638,"810679",0.24300441826215,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20","TRA3-20","Unclassified","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Burkholderiales",0.998527245949926,"TRA3-20",0.504418262150221,"TRA3-20",0.504418262150221,"uncultured_bacterium",0.0228276877761414
"125","Bin125",0.00226800976800977,"770055",0.553162853297443,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Sulfuricellaceae","Ferritrophicum","uncultured_Rhodocyclaceae","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Burkholderiales",1,"Sulfuricellaceae",0.764468371467026,"Ferritrophicum",0.759982054733064,"uncultured_Rhodocyclaceae",0.749663526244953
"126","Bin126",0.017510175010175,"240331",0.472485327444942,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus","Unclassified","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Burkholderiales",1,"Hydrogenophilaceae",0.762159335231565,"Thiobacillus",0.57115462839212,"uncultured_bacterium",0.183508629205648
"127","Bin127",0.000817053317053317,"New.ReferenceOTU195177",0.184308841843088,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Unclassified","Unclassified","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",0.533001245330012,"Candidatus_Symbiobacter",0.0560398505603985,"uncultured_bacterium",0.0647571606475716
"128","Bin128",0.00176332926332926,"New.ReferenceOTU113202",0.0986728216964801,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",0.930755914598961,"Simplicispira",0.0513560300057703,"uncultured_bacterium",0.0455856895556838
"129","Bin129",0.0168406593406593,"1108726",0.358890701468189,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",0.99836867862969,"Comamonas",0.26379070751012,"uncultured_Comamonas",0.263428191650051
"130","Bin130",0.0362352462352462,"1106617",0.369959564191845,"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Unclassified","Unclassified","Bacteria",1,"Proteobacteria",1,"Gammaproteobacteria",1,"Burkholderiales",1,"Comamonadaceae",1,"Rhizobacter",0.225373469616983,"uncultured_beta",5.61608446591037e-05
