"OTU","all"
"New.ReferenceOTU83999",23.9690277379039
"New.ReferenceOTU222950",86.3533144202738
"New.ReferenceOTU33726",33.8578590735402
"New.ReferenceOTU80081",53.0459922798952
"New.ReferenceOTU254813",728.480822025851
"New.ReferenceOTU209617",77.2171164071228
"New.ReferenceOTU151814",1.49916520829595
"New.ReferenceOTU168360",1.49916520829595
"New.ReferenceOTU18375",3.8446682574584
"New.ReferenceOTU200926",12.176120631027
"New.ReferenceOTU180558",343.226634615236
"New.ReferenceOTU185021",103.259424836762
"New.ReferenceOTU256405",1.22373963208442
"New.ReferenceOTU72328",47.584551577659
"New.ReferenceOTU85434",1.90143930934712
"New.ReferenceOTU73875",36.3345113461364
"New.ReferenceOTU134589",9.49743516269284
"New.ReferenceOTU210652",1.22373963208442
"New.ReferenceOTU200988",24.1695127637167
"New.ReferenceOTU166614",5214.5540698761
"New.ReferenceOTU167203",383.154304144203
"New.ReferenceOTU112798",14.7315790230406
"New.ReferenceOTU144736",5.62713015006968
"New.ReferenceOTU5540",5.62713015006968
"New.ReferenceOTU138291",1.90143930934712
"New.ReferenceOTU152780",14.053933869997
"New.ReferenceOTU166740",78.7047071701939
"New.ReferenceOTU186728",124.456966083459
"New.ReferenceOTU156767",332.143485962599
"New.ReferenceOTU137186",1.22373963208442
"New.ReferenceOTU46500",283.876081664106
"New.ReferenceOTU196798",10.7383275437629
"New.ReferenceOTU109488",23.9690277379039
"New.ReferenceOTU102766",1.90143930934712
"New.ReferenceOTU129452",33.8578590735402
"New.ReferenceOTU116451",725.882397204091
"New.ReferenceOTU128320",4261.44597550875
"New.ReferenceOTU182287",94.0111761051634
"New.ReferenceOTU137253",136.850165456985
"New.ReferenceOTU164938",9.21344043342743
"New.ReferenceOTU138905",11.8623445762549
"New.ReferenceOTU246177",34.1732206190283
"21380",1.49916520829595
"New.ReferenceOTU79386",7.99476773403922
"New.ReferenceOTU114538",105.160864146109
"New.ReferenceOTU18004",1.90143930934712
"New.ReferenceOTU175434",239.951238310796
"New.ReferenceOTU77386",3.5974643511376
"New.ReferenceOTU162910",2.70078653420445
"New.ReferenceOTU226270",15.0211657706212
"New.ReferenceOTU199534",102.53982914805
"New.ReferenceOTU184083",250.755385242304
"New.ReferenceOTU226301",5.38264554276644
"New.ReferenceOTU63271",3.58511859051397
"New.ReferenceOTU54116",316.536916967411
"New.ReferenceOTU135940",10.4793448959269
"143093",1280.61938811282
"New.ReferenceOTU7324",68.9529710741685
"1824908",1200.85481418238
"New.ReferenceOTU143746",1.90143930934712
"New.ReferenceOTU73405",84.7278815168389
"New.ReferenceOTU107640",36.9011592604736
"New.ReferenceOTU39771",32.8875524683686
"New.ReferenceOTU137587",2.73249461780088
"New.ReferenceOTU232268",10.4793448959269
"New.ReferenceOTU291813",427.168966775763
"New.ReferenceOTU148792",93.3353920388673
"New.ReferenceOTU108155",1.90143930934712
"1107631",6.36688391330015
"New.ReferenceOTU236566",12.6179751422465
"New.ReferenceOTU60303",91.118704368145
"New.ReferenceOTU37444",960.391017600953
"701722",442.918043487105
"4465887",210.674789244688
"New.ReferenceOTU14550",17.8985741392875
"817766",103.597550233496
"New.ReferenceOTU230257",1.78518119162884
"New.ReferenceOTU229146",3.8446682574584
"255087",34.1732206190283
"New.ReferenceOTU132400",6.45793801665129
"646107",5.64496794367149
"357085",651.942624026707
"1129616",53.0459922798952
"New.ReferenceOTU275419",51.895858026061
"556648",20.9610019073344
"3691868",468.76450580534
"New.ReferenceOTU167457",109.073917692531
"New.ReferenceOTU243478",246.327019211582
"New.ReferenceOTU147864",298.811916348699
"New.ReferenceOTU101811",14.1712219365257
"New.ReferenceOTU16284",78.7047071701939
"550219",53.0459922798952
"New.ReferenceOTU102454",199.882354603336
"New.ReferenceOTU104119",715.154048657363
"New.ReferenceOTU296493",199.882354603336
"New.ReferenceOTU63384",14.7315790230406
"New.ReferenceOTU79304",36.3345113461364
"New.ReferenceOTU100307",120.61634075689
"New.ReferenceOTU103213",298.811916348699
"New.ReferenceOTU35443",12.176120631027
"New.ReferenceOTU171949",10.4199359102396
"New.ReferenceOTU63207",33.8578590735402
"New.ReferenceOTU240332",332.143485962599
"New.ReferenceOTU64614",3.8446682574584
"New.ReferenceOTU296130",12.2714439892179
"New.ReferenceOTU45276",14.7315790230406
"New.ReferenceOTU150414",160.107798400056
"New.ReferenceOTU76092",6.45793801665129
"New.ReferenceOTU34918",407.665417229147
"New.ReferenceOTU127569",28.3407854888846
"New.ReferenceOTU44621",199.882354603336
"New.ReferenceOTU178977",383.34142961152
"New.ReferenceOTU219560",86.3533144202738
"New.ReferenceOTU115445",130.995694354128
"New.ReferenceOTU34566",98.9295617453627
"New.ReferenceOTU170299",335.146427694835
"New.ReferenceOTU168903",3.8446682574584
"New.ReferenceOTU291941",199.882354603336
"New.ReferenceOTU228227",435.271618468894
"New.ReferenceOTU255655",494.018731649421
"New.ReferenceOTU113763",10.2216315751958
"New.ReferenceOTU36813",27.6062012397478
"New.ReferenceOTU170925",407.665417229147
"4306288",10.2216315751958
"New.ReferenceOTU227314",5.62713015006968
"612951",1864.36303956455
"New.ReferenceOTU3123",728.480822025851
"New.ReferenceOTU253383",78.7047071701939
"New.ReferenceOTU273578",1.57002974465653
"New.ReferenceOTU271458",41.4579018319123
"New.ReferenceOTU89801",27.6062012397478
"New.ReferenceOTU136169",98.3432800751699
"New.ReferenceOTU184840",597.23612063907
"New.ReferenceOTU102042",984.371533293525
"New.ReferenceOTU203117",211.158287845556
"3040333",10.2216315751958
"255294",279.624980806986
"823439",19.5163380259187
"815859",813.132227414089
"New.ReferenceOTU120525",199.882354603336
"810882",479.245601243264
"139322",1416.46860902663
"367069",14.1712219365257
"112801",80.0831372378298
"4419154",70.5291857702226
"935593",104.878809021957
"815879",6268.19649397854
"New.ReferenceOTU177120",6.35182663371779
"New.ReferenceOTU130239",9.38920109349642
"557097",57.8016335538489
"114383",0.759468106037956
"1925459",56.3923328139066
"1080447",4659.69276043764
"232365",2097.68330740298
"1554351",44.8464772580353
"4480648",6.08783194023302
"New.ReferenceOTU109981",10.4199359102396
"342790",21.4848844226453
"205244",597.801010950519
"657591",29.5901058313483
"605150",22.7206032722573
"2880684",416.189250470128
"2819496",1208.23094637681
"2651003",244.08798148015
"New.ReferenceOTU177285",171.468650893395
"New.ReferenceOTU132408",94.1130761598503
"New.ReferenceOTU291696",267.350607647327
"1119329",13.4716030098888
"New.ReferenceOTU253832",72.8390549777537
"New.ReferenceOTU66786",10.4793448959269
"226487",893.21674200225
"New.ReferenceOTU231799",4170.36447885908
"1106524",397.578749727102
"662055",115.410714338938
"246804",3.8962962140587
"New.ReferenceOTU297729",38.7104354086971
"New.ReferenceOTU8423",305.797668148058
"New.ReferenceOTU108154",22.7206032722573
"3205423",283.876081664106
"New.ReferenceOTU31236",3.8962962140587
"144789",69.1415722973687
"New.ReferenceOTU248263",16.8432228950132
"New.ReferenceOTU6477",64.7500593416748
"114240",6.36688391330015
"28670",23.4522542539276
"2551961",6.45793801665129
"133592",4431.51821499853
"104490",78.7047071701939
"New.ReferenceOTU62157",70.5291857702226
"368890",2640.55372222743
"New.ReferenceOTU260666",5.62713015006968
"892000",24699.7649456269
"586563",199.882354603336
"255470",580.258248728756
"717396",12414.3040967305
"254728",26.1231445813824
"New.ReferenceOTU147210",199.882354603336
"New.ReferenceOTU130616",303.449608963266
"4091471",2102.17369654691
"New.ReferenceOTU239268",60.7010657628328
"New.ReferenceOTU259065",62.8849705484267
"New.ReferenceOTU228618",14.1712219365257
"New.ReferenceOTU10637",2170.59381586491
"New.ReferenceOTU235881",343.944490497337
"New.ReferenceOTU113148",1177.09994130521
"New.ReferenceOTU87597",78.7047071701939
"New.ReferenceOTU92954",78.7047071701939
"New.ReferenceOTU17170",671.684172585177
"New.ReferenceOTU200218",343.944490497337
"New.ReferenceOTU116474",89.1246430804334
"New.ReferenceOTU219316",27.6062012397478
"New.ReferenceOTU153463",166.041751298655
"New.ReferenceOTU93396",27.6062012397478
"579633",4187.13636642903
"662514",1873.13689280534
"New.ReferenceOTU27197",486.165064581055
"358489",944.141713264255
"1753826",3180.68163201134
"4442093",78.7047071701939
"New.ReferenceOTU204168",78.7047071701939
"2651002",460.397559375616
"607922",3511.0062114631
"805676",69195.9871925381
"151725",710.142193069263
"New.ReferenceOTU24092",10.4793448959269
"New.ReferenceOTU19512",103.597550233496
"New.ReferenceOTU212453",13.4198543009102
"New.ReferenceOTU197473",5.62713015006968
"New.ReferenceOTU162397",289.503211814175
"New.ReferenceOTU123494",27.6062012397478
"New.ReferenceOTU112629",3.5974643511376
"New.ReferenceOTU158900",6.45793801665129
"New.ReferenceOTU179450",10.4199359102396
"New.ReferenceOTU102782",6.35182663371779
"New.ReferenceOTU118919",12.2714439892179
"350966",206.234181237054
"New.ReferenceOTU123076",225.95816471713
"814777",498.147831703745
"New.ReferenceOTU114401",6.45793801665129
"641612",1207.99440227912
"547319",65.317436269113
"360823",32.0498913454211
"637184",14.1712219365257
"52982",1.57002974465653
"811435",1446.81585270513
